Branch_Type,Branch_ID,Size,Arguments
# Debate File:,21167_T1of1_21167.1.json,,
# Target Argument:,21167.1,,
# Total Branches:,34,,

Pro-branch,Pb1,8,"21167.2,21167.150,21167.152,21167.99,21167.14,21167.12,21167.164,21167.166"
Pro-branch,Pb2,14,"21167.37,21167.134,21167.154,21167.142,21167.140,21167.138,21167.148,21167.136,21167.144,21167.4,21167.55,21167.29,21167.30,21167.38"
Pro-branch,Pb3,6,"21167.41,21167.97,21167.43,21167.156,21167.158,21167.42"
Pro-branch,Pb4,22,"21167.101,21167.119,21167.126,21167.132,21167.128,21167.130,21167.124,21167.114,21167.110,21167.112,21167.121,21167.117,21167.108,21167.33,21167.19,21167.23,21167.6,21167.39,21167.18,21167.13,21167.34,21167.40"
Con-branch,Cb1,3,"21167.7,21167.32,21167.21"
Con-branch,Cb2,4,"21167.8,21167.160,21167.162,21167.17"
Con-branch,Cb3,3,"21167.9,21167.146,21167.31"
Con-branch,Cb4,5,"21167.11,21167.5,21167.3,21167.10,21167.15"
Con-branch,Cb5,5,"21167.16,21167.103,21167.105,21167.24,21167.95"
Unweakened Pro-branch,UnWPb1,5,"21167.2,21167.150,21167.152,21167.99,21167.14"
Unweakened Pro-branch,UnWPb2,13,"21167.37,21167.134,21167.154,21167.142,21167.140,21167.138,21167.148,21167.136,21167.4,21167.55,21167.29,21167.30,21167.38"
Unweakened Pro-branch,UnWPb3,5,"21167.41,21167.43,21167.156,21167.158,21167.42"
Unweakened Pro-branch,UnWPb4,7,"21167.101,21167.108,21167.33,21167.19,21167.6,21167.39,21167.40"
Unweakened Con-branch,UnWCb1,1,21167.7
Unweakened Con-branch,UnWCb2,1,21167.8
Unweakened Con-branch,UnWCb3,2,"21167.9,21167.146"
Unweakened Con-branch,UnWCb4,2,"21167.11,21167.15"
Unweakened Con-branch,UnWCb5,3,"21167.16,21167.103,21167.105"
Pro-Weakening branch,PWb1,3,"21167.12,21167.164,21167.166"
Pro-Weakening branch,PWb2,1,21167.97
Pro-Weakening branch,PWb3,3,"21167.112,21167.121,21167.117"
Pro-Weakening branch,PWb4,2,"21167.114,21167.110"
Pro-Weakening branch,PWb5,6,"21167.119,21167.126,21167.132,21167.128,21167.130,21167.124"
Pro-Weakening branch,PWb6,1,21167.144
Pro-Weakening branch,PWb7,2,"21167.13,21167.34"
Pro-Weakening branch,PWb8,1,21167.18
Pro-Weakening branch,PWb9,1,21167.23
Con-Weakening branch,CWb1,1,21167.21
Con-Weakening branch,CWb2,1,21167.32
Con-Weakening branch,CWb3,1,21167.17
Con-Weakening branch,CWb4,2,"21167.160,21167.162"
Con-Weakening branch,CWb5,1,21167.31
Con-Weakening branch,CWb6,3,"21167.5,21167.3,21167.10"
Con-Weakening branch,CWb7,2,"21167.24,21167.95"
