Branch_Type,Branch_ID,Size,Arguments
# Debate File:,45192_T1of1_45192.3.json,,
# Target Argument:,45192.3,,
# Total Branches:,23,,

Pro-branch,Pb1,4,"45192.5,45192.81,45192.67,45192.21"
Pro-branch,Pb2,5,"45192.7,45192.83,45192.85,45192.55,45192.23"
Pro-branch,Pb3,6,"45192.13,45192.65,45192.73,45192.71,45192.69,45192.41"
Con-branch,Cb1,3,"45192.11,45192.77,45192.57"
Con-branch,Cb2,11,"45192.15,45192.9,45192.33,45192.43,45192.25,45192.19,45192.17,45192.47,45192.53,45192.51,45192.49"
Con-branch,Cb3,8,"45192.27,45192.63,45192.31,45192.45,45192.61,45192.39,45192.37,45192.29"
Unweakened Pro-branch,UnWPb1,2,"45192.5,45192.21"
Unweakened Pro-branch,UnWPb2,3,"45192.7,45192.55,45192.23"
Unweakened Pro-branch,UnWPb3,2,"45192.13,45192.41"
Unweakened Con-branch,UnWCb1,2,"45192.11,45192.57"
Unweakened Con-branch,UnWCb2,4,"45192.15,45192.9,45192.33,45192.17"
Unweakened Con-branch,UnWCb3,4,"45192.27,45192.31,45192.39,45192.37"
Pro-Weakening branch,PWb1,2,"45192.81,45192.67"
Pro-Weakening branch,PWb2,2,"45192.83,45192.85"
Pro-Weakening branch,PWb3,4,"45192.65,45192.73,45192.71,45192.69"
Con-Weakening branch,CWb1,1,45192.77
Con-Weakening branch,CWb2,4,"45192.47,45192.53,45192.51,45192.49"
Con-Weakening branch,CWb3,1,45192.29
Con-Weakening branch,CWb4,1,45192.63
Con-Weakening branch,CWb5,1,45192.19
Con-Weakening branch,CWb6,1,45192.25
Con-Weakening branch,CWb7,2,"45192.45,45192.61"
Con-Weakening branch,CWb8,1,45192.43
