Branch_Type,Branch_ID,Size,Arguments
# Debate File:,27131_T3of4_27131.216.json,,
# Target Argument:,27131.216,,
# Total Branches:,3,,

Pro-branch,Pb1,8,"27131.43,27131.250,27131.248,27131.252,27131.73,27131.65,27131.151,27131.99"
Unweakened Pro-branch,UnWPb1,5,"27131.43,27131.250,27131.248,27131.252,27131.73"
Pro-Weakening branch,PWb1,3,"27131.65,27131.151,27131.99"
