Branch_Type,Branch_ID,Size,Arguments
# Debate File:,28644_T1of1_28644.1.json,,
# Target Argument:,28644.1,,
# Total Branches:,31,,

Pro-branch,Pb1,4,"28644.3,28644.43,28644.41,28644.15"
Pro-branch,Pb2,4,"28644.7,28644.39,28644.17,28644.16"
Pro-branch,Pb3,1,28644.8
Pro-branch,Pb4,4,"28644.9,28644.45,28644.12,28644.11"
Con-branch,Cb1,2,"28644.2,28644.13"
Con-branch,Cb2,2,"28644.4,28644.10"
Con-branch,Cb3,3,"28644.5,28644.59,28644.14"
Con-branch,Cb4,4,"28644.6,28644.53,28644.55,28644.51"
Con-branch,Cb5,1,28644.18
Con-branch,Cb6,1,28644.57
Unweakened Pro-branch,UnWPb1,2,"28644.3,28644.43"
Unweakened Pro-branch,UnWPb2,2,"28644.7,28644.17"
Unweakened Pro-branch,UnWPb3,1,28644.8
Unweakened Pro-branch,UnWPb4,2,"28644.9,28644.11"
Unweakened Con-branch,UnWCb1,1,28644.2
Unweakened Con-branch,UnWCb2,1,28644.4
Unweakened Con-branch,UnWCb3,1,28644.5
Unweakened Con-branch,UnWCb4,2,"28644.6,28644.51"
Unweakened Con-branch,UnWCb5,1,28644.18
Unweakened Con-branch,UnWCb6,1,28644.57
Pro-Weakening branch,PWb1,1,28644.15
Pro-Weakening branch,PWb2,1,28644.41
Pro-Weakening branch,PWb3,1,28644.16
Pro-Weakening branch,PWb4,1,28644.39
Pro-Weakening branch,PWb5,1,28644.12
Pro-Weakening branch,PWb6,1,28644.45
Con-Weakening branch,CWb1,1,28644.13
Con-Weakening branch,CWb2,1,28644.10
Con-Weakening branch,CWb3,1,28644.14
Con-Weakening branch,CWb4,1,28644.59
Con-Weakening branch,CWb5,2,"28644.53,28644.55"
