Branch_Type,Branch_ID,Size,Arguments
# Debate File:,15897_T3of3_15897.3.json,,
# Target Argument:,15897.3,,
# Total Branches:,28,,

Pro-branch,Pb1,2,"15897.12,15897.36"
Pro-branch,Pb2,1,15897.13
Pro-branch,Pb3,1,15897.18
Pro-branch,Pb4,2,"15897.38,15897.53"
Pro-branch,Pb5,1,15897.39
Pro-branch,Pb6,1,15897.40
Pro-branch,Pb7,1,15897.41
Pro-branch,Pb8,1,15897.42
Pro-branch,Pb9,3,"15897.43,15897.50,15897.46"
Con-branch,Cb1,2,"15897.19,15897.25"
Con-branch,Cb2,2,"15897.20,15897.24"
Unweakened Pro-branch,UnWPb1,1,15897.12
Unweakened Pro-branch,UnWPb2,1,15897.13
Unweakened Pro-branch,UnWPb3,1,15897.18
Unweakened Pro-branch,UnWPb4,1,15897.38
Unweakened Pro-branch,UnWPb5,1,15897.39
Unweakened Pro-branch,UnWPb6,1,15897.40
Unweakened Pro-branch,UnWPb7,1,15897.41
Unweakened Pro-branch,UnWPb8,1,15897.42
Unweakened Pro-branch,UnWPb9,1,15897.43
Unweakened Con-branch,UnWCb1,1,15897.19
Unweakened Con-branch,UnWCb2,1,15897.20
Pro-Weakening branch,PWb1,1,15897.36
Pro-Weakening branch,PWb2,1,15897.53
Pro-Weakening branch,PWb3,1,15897.46
Pro-Weakening branch,PWb4,1,15897.50
Con-Weakening branch,CWb1,1,15897.25
Con-Weakening branch,CWb2,1,15897.24
