Branch_Type,Branch_ID,Size,Arguments
# Debate File:,21693_T1of4_21693.3.json,,
# Target Argument:,21693.3,,
# Total Branches:,4,,

Pro-branch,Pb1,1,21693.20
Con-branch,Cb1,1,21693.21
Unweakened Pro-branch,UnWPb1,1,21693.20
Unweakened Con-branch,UnWCb1,1,21693.21
