Branch_Type,Branch_ID,Size,Arguments
# Debate File:,36249_T1of1_36249.3.json,,
# Target Argument:,36249.3,,
# Total Branches:,26,,

Pro-branch,Pb1,20,"36249.5,36249.218,36249.204,36249.168,36249.152,36249.143,36249.104,36249.133,36249.88,36249.123,36249.28,36249.40,36249.42,36249.36,36249.44,36249.46,36249.38,36249.30,36249.213,36249.32"
Pro-branch,Pb2,24,"36249.7,36249.210,36249.147,36249.90,36249.202,36249.102,36249.93,36249.188,36249.186,36249.9,36249.200,36249.192,36249.178,36249.176,36249.24,36249.82,36249.100,36249.72,36249.198,36249.184,36249.74,36249.76,36249.98,36249.78"
Con-branch,Cb1,14,"36249.17,36249.194,36249.196,36249.121,36249.129,36249.156,36249.21,36249.34,36249.182,36249.208,36249.180,36249.160,36249.158,36249.19"
Con-branch,Cb2,9,"36249.11,36249.174,36249.172,36249.13,36249.222,36249.220,36249.170,36249.116,36249.60"
Con-branch,Cb3,11,"36249.67,36249.150,36249.141,36249.228,36249.224,36249.162,36249.166,36249.164,36249.139,36249.15,36249.70"
Unweakened Pro-branch,UnWPb1,9,"36249.5,36249.218,36249.204,36249.168,36249.28,36249.40,36249.42,36249.30,36249.32"
Unweakened Pro-branch,UnWPb2,5,"36249.7,36249.9,36249.200,36249.192,36249.178"
Unweakened Con-branch,UnWCb1,3,"36249.17,36249.21,36249.19"
Unweakened Con-branch,UnWCb2,3,"36249.11,36249.174,36249.172"
Unweakened Con-branch,UnWCb3,4,"36249.67,36249.139,36249.15,36249.70"
Pro-Weakening branch,PWb1,2,"36249.88,36249.123"
Pro-Weakening branch,PWb2,1,36249.133
Pro-Weakening branch,PWb3,2,"36249.143,36249.104"
Pro-Weakening branch,PWb4,1,36249.152
Pro-Weakening branch,PWb5,7,"36249.147,36249.90,36249.202,36249.102,36249.93,36249.188,36249.186"
Pro-Weakening branch,PWb6,1,36249.210
Pro-Weakening branch,PWb7,4,"36249.36,36249.44,36249.46,36249.38"
Pro-Weakening branch,PWb8,10,"36249.24,36249.82,36249.100,36249.72,36249.198,36249.184,36249.74,36249.76,36249.98,36249.78"
Pro-Weakening branch,PWb9,1,36249.176
Pro-Weakening branch,PWb10,1,36249.213
Con-Weakening branch,CWb1,3,"36249.121,36249.129,36249.156"
Con-Weakening branch,CWb2,2,"36249.194,36249.196"
Con-Weakening branch,CWb3,6,"36249.13,36249.222,36249.220,36249.170,36249.116,36249.60"
Con-Weakening branch,CWb4,6,"36249.141,36249.228,36249.224,36249.162,36249.166,36249.164"
Con-Weakening branch,CWb5,1,36249.150
Con-Weakening branch,CWb6,6,"36249.34,36249.182,36249.208,36249.180,36249.160,36249.158"
