Branch_Type,Branch_ID,Size,Arguments
# Debate File:,946_T3of4_946.808.json,,
# Target Argument:,946.808,,
# Total Branches:,27,,

Pro-branch,Pb1,20,"946.2,946.608,946.820,946.823,946.96,946.577,946.655,946.826,946.1578,946.435,946.819,946.54,946.829,946.581,946.580,946.129,946.24,946.121,946.116,946.505"
Pro-branch,Pb2,18,"946.492,946.1574,946.1572,946.932,946.933,946.902,946.901,946.723,946.599,946.1570,946.982,946.981,946.513,946.498,946.504,946.508,946.503,946.507"
Pro-branch,Pb3,37,"946.414,946.1576,946.853,946.1556,946.861,946.870,946.868,946.867,946.866,946.865,946.854,946.849,946.850,946.852,946.851,946.848,946.484,946.1566,946.536,946.19,946.1562,946.1560,946.356,946.395,946.537,946.541,946.20,946.1564,946.27,946.35,946.1554,946.1552,946.869,946.845,946.905,946.818,946.344"
Unweakened Pro-branch,UnWPb1,7,"946.2,946.820,946.823,946.96,946.435,946.819,946.24"
Unweakened Pro-branch,UnWPb2,5,"946.492,946.1574,946.1572,946.723,946.513"
Unweakened Pro-branch,UnWPb3,13,"946.414,946.1576,946.853,946.861,946.868,946.867,946.865,946.854,946.848,946.35,946.869,946.845,946.905"
Pro-Weakening branch,PWb1,1,946.818
Pro-Weakening branch,PWb2,2,"946.116,946.505"
Pro-Weakening branch,PWb3,1,946.344
Pro-Weakening branch,PWb4,5,"946.54,946.829,946.581,946.580,946.129"
Pro-Weakening branch,PWb5,4,"946.577,946.655,946.826,946.1578"
Pro-Weakening branch,PWb6,1,946.608
Pro-Weakening branch,PWb7,5,"946.498,946.504,946.508,946.503,946.507"
Pro-Weakening branch,PWb8,4,"946.599,946.1570,946.982,946.981"
Pro-Weakening branch,PWb9,1,946.901
Pro-Weakening branch,PWb10,1,946.902
Pro-Weakening branch,PWb11,2,"946.932,946.933"
Pro-Weakening branch,PWb12,10,"946.19,946.1562,946.1560,946.356,946.395,946.537,946.541,946.20,946.1564,946.27"
Pro-Weakening branch,PWb13,3,"946.484,946.1566,946.536"
Pro-Weakening branch,PWb14,1,946.121
Pro-Weakening branch,PWb15,1,946.1552
Pro-Weakening branch,PWb16,1,946.1554
Pro-Weakening branch,PWb17,1,946.1556
Pro-Weakening branch,PWb18,3,"946.850,946.852,946.851"
Pro-Weakening branch,PWb19,1,946.849
Pro-Weakening branch,PWb20,1,946.866
Pro-Weakening branch,PWb21,1,946.870
