Branch_Type,Branch_ID,Size,Arguments
# Debate File:,31651_T1of1_31651.3.json,,
# Target Argument:,31651.3,,
# Total Branches:,14,,

Pro-branch,Pb1,1,31651.7
Pro-branch,Pb2,1,31651.15
Pro-branch,Pb3,1,31651.17
Pro-branch,Pb4,1,31651.19
Con-branch,Cb1,1,31651.9
Con-branch,Cb2,1,31651.11
Con-branch,Cb3,1,31651.13
Unweakened Pro-branch,UnWPb1,1,31651.7
Unweakened Pro-branch,UnWPb2,1,31651.15
Unweakened Pro-branch,UnWPb3,1,31651.17
Unweakened Pro-branch,UnWPb4,1,31651.19
Unweakened Con-branch,UnWCb1,1,31651.9
Unweakened Con-branch,UnWCb2,1,31651.11
Unweakened Con-branch,UnWCb3,1,31651.13
