Branch_Type,Branch_ID,Size,Arguments
# Debate File:,11280_T1of1_11280.1.json,,
# Target Argument:,11280.1,,
# Total Branches:,38,,

Pro-branch,Pb1,6,"11280.2,11280.48,11280.39,11280.15,11280.14,11280.13"
Pro-branch,Pb2,3,"11280.3,11280.23,11280.22"
Pro-branch,Pb3,5,"11280.4,11280.28,11280.29,11280.27,11280.26"
Pro-branch,Pb4,5,"11280.8,11280.16,11280.12,11280.11,11280.10"
Pro-branch,Pb5,3,"11280.19,11280.21,11280.20"
Pro-branch,Pb6,1,11280.43
Con-branch,Cb1,2,"11280.5,11280.31"
Con-branch,Cb2,7,"11280.6,11280.35,11280.41,11280.40,11280.44,11280.42,11280.30"
Con-branch,Cb3,7,"11280.7,11280.34,11280.38,11280.37,11280.36,11280.25,11280.24"
Con-branch,Cb4,5,"11280.9,11280.33,11280.32,11280.18,11280.17"
Con-branch,Cb5,3,"11280.45,11280.47,11280.46"
Unweakened Pro-branch,UnWPb1,1,11280.2
Unweakened Pro-branch,UnWPb2,2,"11280.3,11280.22"
Unweakened Pro-branch,UnWPb3,2,"11280.4,11280.28"
Unweakened Pro-branch,UnWPb4,3,"11280.8,11280.12,11280.11"
Unweakened Pro-branch,UnWPb5,1,11280.19
Unweakened Pro-branch,UnWPb6,1,11280.43
Unweakened Con-branch,UnWCb1,2,"11280.5,11280.31"
Unweakened Con-branch,UnWCb2,2,"11280.6,11280.30"
Unweakened Con-branch,UnWCb3,3,"11280.7,11280.25,11280.24"
Unweakened Con-branch,UnWCb4,5,"11280.9,11280.33,11280.32,11280.18,11280.17"
Unweakened Con-branch,UnWCb5,2,"11280.45,11280.47"
Pro-Weakening branch,PWb1,1,11280.13
Pro-Weakening branch,PWb2,1,11280.14
Pro-Weakening branch,PWb3,1,11280.15
Pro-Weakening branch,PWb4,1,11280.39
Pro-Weakening branch,PWb5,1,11280.48
Pro-Weakening branch,PWb6,1,11280.23
Pro-Weakening branch,PWb7,1,11280.26
Pro-Weakening branch,PWb8,1,11280.27
Pro-Weakening branch,PWb9,1,11280.10
Pro-Weakening branch,PWb10,1,11280.16
Pro-Weakening branch,PWb11,1,11280.20
Pro-Weakening branch,PWb12,1,11280.21
Pro-Weakening branch,PWb13,1,11280.29
Con-Weakening branch,CWb1,5,"11280.35,11280.41,11280.40,11280.44,11280.42"
Con-Weakening branch,CWb2,4,"11280.34,11280.38,11280.37,11280.36"
Con-Weakening branch,CWb3,1,11280.46
