Branch_Type,Branch_ID,Size,Arguments
# Debate File:,51006_T3of4_51006.7.json,,
# Target Argument:,51006.7,,
# Total Branches:,5,,

Pro-branch,Pb1,1,51006.11
Con-branch,Cb1,2,"51006.13,51006.23"
Unweakened Pro-branch,UnWPb1,1,51006.11
Unweakened Con-branch,UnWCb1,1,51006.13
Con-Weakening branch,CWb1,1,51006.23
