Branch_Type,Branch_ID,Size,Arguments
# Debate File:,41018_T2of7_41018.7.json,,
# Target Argument:,41018.7,,
# Total Branches:,6,,

Pro-branch,Pb1,2,"41018.83,41018.85"
Pro-branch,Pb2,1,41018.87
Con-branch,Cb1,1,41018.39
Unweakened Pro-branch,UnWPb1,2,"41018.83,41018.85"
Unweakened Pro-branch,UnWPb2,1,41018.87
Unweakened Con-branch,UnWCb1,1,41018.39
