Branch_Type,Branch_ID,Size,Arguments
# Debate File:,60955_T6of18_60955.17.json,,
# Target Argument:,60955.17,,
# Total Branches:,5,,

Pro-branch,Pb1,2,"60955.470,60955.104"
Con-branch,Cb1,3,"60955.464,60955.468,60955.466"
Unweakened Pro-branch,UnWPb1,2,"60955.470,60955.104"
Unweakened Con-branch,UnWCb1,2,"60955.464,60955.466"
Con-Weakening branch,CWb1,1,60955.468
