Branch_Type,Branch_ID,Size,Arguments
# Debate File:,25836_T1of1_25836.1.json,,
# Target Argument:,25836.1,,
# Total Branches:,14,,

Pro-branch,Pb1,7,"25836.6,25836.7,25836.22,25836.20,25836.2,25836.15,25836.47"
Pro-branch,Pb2,4,"25836.8,25836.16,25836.10,25836.11"
Con-branch,Cb1,6,"25836.4,25836.44,25836.12,25836.21,25836.5,25836.17"
Con-branch,Cb2,3,"25836.14,25836.45,25836.18"
Unweakened Pro-branch,UnWPb1,4,"25836.6,25836.7,25836.20,25836.2"
Unweakened Pro-branch,UnWPb2,1,25836.8
Unweakened Con-branch,UnWCb1,5,"25836.4,25836.12,25836.21,25836.5,25836.17"
Unweakened Con-branch,UnWCb2,2,"25836.14,25836.18"
Pro-Weakening branch,PWb1,2,"25836.15,25836.47"
Pro-Weakening branch,PWb2,2,"25836.10,25836.11"
Pro-Weakening branch,PWb3,1,25836.16
Pro-Weakening branch,PWb4,1,25836.22
Con-Weakening branch,CWb1,1,25836.44
Con-Weakening branch,CWb2,1,25836.45
