Branch_Type,Branch_ID,Size,Arguments
# Debate File:,26461_T1of1_26461.1.json,,
# Target Argument:,26461.1,,
# Total Branches:,27,,

Pro-branch,Pb1,14,"26461.3,26461.117,26461.121,26461.119,26461.111,26461.113,26461.115,26461.123,26461.21,26461.81,26461.20,26461.126,26461.128,26461.19"
Pro-branch,Pb2,6,"26461.6,26461.22,26461.23,26461.10,26461.83,26461.85"
Pro-branch,Pb3,4,"26461.7,26461.24,26461.25,26461.16"
Pro-branch,Pb4,4,"26461.9,26461.17,26461.14,26461.18"
Con-branch,Cb1,16,"26461.2,26461.69,26461.87,26461.97,26461.89,26461.105,26461.109,26461.107,26461.103,26461.77,26461.79,26461.91,26461.101,26461.99,26461.71,26461.13"
Con-branch,Cb2,10,"26461.4,26461.15,26461.93,26461.95,26461.29,26461.73,26461.75,26461.30,26461.26,26461.37"
Con-branch,Cb3,4,"26461.5,26461.27,26461.28,26461.11"
Con-branch,Cb4,2,"26461.8,26461.12"
Unweakened Pro-branch,UnWPb1,9,"26461.3,26461.117,26461.121,26461.119,26461.111,26461.113,26461.115,26461.123,26461.19"
Unweakened Pro-branch,UnWPb2,3,"26461.6,26461.22,26461.23"
Unweakened Pro-branch,UnWPb3,3,"26461.7,26461.24,26461.25"
Unweakened Pro-branch,UnWPb4,3,"26461.9,26461.14,26461.18"
Unweakened Con-branch,UnWCb1,1,26461.2
Unweakened Con-branch,UnWCb2,7,"26461.4,26461.15,26461.29,26461.73,26461.30,26461.26,26461.37"
Unweakened Con-branch,UnWCb3,3,"26461.5,26461.27,26461.28"
Unweakened Con-branch,UnWCb4,1,26461.8
Pro-Weakening branch,PWb1,3,"26461.20,26461.126,26461.128"
Pro-Weakening branch,PWb2,2,"26461.21,26461.81"
Pro-Weakening branch,PWb3,3,"26461.10,26461.83,26461.85"
Pro-Weakening branch,PWb4,1,26461.16
Pro-Weakening branch,PWb5,1,26461.17
Con-Weakening branch,CWb1,1,26461.13
Con-Weakening branch,CWb2,14,"26461.69,26461.87,26461.97,26461.89,26461.105,26461.109,26461.107,26461.103,26461.77,26461.79,26461.91,26461.101,26461.99,26461.71"
Con-Weakening branch,CWb3,1,26461.11
Con-Weakening branch,CWb4,1,26461.12
Con-Weakening branch,CWb5,2,"26461.93,26461.95"
Con-Weakening branch,CWb6,1,26461.75
