Branch_Type,Branch_ID,Size,Arguments
# Debate File:,34984_T1of1_34984.3.json,,
# Target Argument:,34984.3,,
# Total Branches:,5,,

Pro-branch,Pb1,5,"34984.7,34984.15,34984.13,34984.11,34984.9"
Con-branch,Cb1,1,34984.5
Unweakened Pro-branch,UnWPb1,4,"34984.7,34984.15,34984.13,34984.9"
Unweakened Con-branch,UnWCb1,1,34984.5
Pro-Weakening branch,PWb1,1,34984.11
