Branch_Type,Branch_ID,Size,Arguments
# Debate File:,30447_T1of1_30447.3.json,,
# Target Argument:,30447.3,,
# Total Branches:,42,,

Pro-branch,Pb1,4,"30447.5,30447.106,30447.104,30447.23"
Pro-branch,Pb2,10,"30447.7,30447.57,30447.42,30447.70,30447.40,30447.38,30447.36,30447.134,30447.132,30447.31"
Pro-branch,Pb3,10,"30447.9,30447.231,30447.126,30447.227,30447.170,30447.76,30447.84,30447.78,30447.82,30447.29"
Pro-branch,Pb4,10,"30447.112,30447.223,30447.221,30447.154,30447.183,30447.181,30447.185,30447.176,30447.119,30447.117"
Con-branch,Cb1,20,"30447.15,30447.211,30447.217,30447.215,30447.213,30447.195,30447.164,30447.33,30447.110,30447.108,30447.80,30447.72,30447.166,30447.136,30447.74,30447.61,30447.148,30447.146,30447.27,30447.68"
Con-branch,Cb2,9,"30447.17,30447.172,30447.152,30447.162,30447.90,30447.102,30447.88,30447.160,30447.86"
Con-branch,Cb3,13,"30447.19,30447.204,30447.206,30447.158,30447.156,30447.13,30447.94,30447.55,30447.53,30447.25,30447.59,30447.98,30447.96"
Con-branch,Cb4,12,"30447.21,30447.63,30447.241,30447.246,30447.239,30447.237,30447.47,30447.100,30447.123,30447.51,30447.49,30447.45"
Con-branch,Cb5,4,"30447.178,30447.191,30447.189,30447.187"
Unweakened Pro-branch,UnWPb1,4,"30447.5,30447.106,30447.104,30447.23"
Unweakened Pro-branch,UnWPb2,6,"30447.7,30447.42,30447.70,30447.40,30447.38,30447.31"
Unweakened Pro-branch,UnWPb3,4,"30447.9,30447.227,30447.170,30447.29"
Unweakened Pro-branch,UnWPb4,6,"30447.112,30447.223,30447.221,30447.176,30447.119,30447.117"
Unweakened Con-branch,UnWCb1,6,"30447.15,30447.211,30447.217,30447.80,30447.72,30447.74"
Unweakened Con-branch,UnWCb2,5,"30447.17,30447.152,30447.90,30447.102,30447.86"
Unweakened Con-branch,UnWCb3,9,"30447.19,30447.158,30447.13,30447.55,30447.53,30447.25,30447.59,30447.98,30447.96"
Unweakened Con-branch,UnWCb4,8,"30447.21,30447.63,30447.47,30447.100,30447.123,30447.51,30447.49,30447.45"
Unweakened Con-branch,UnWCb5,2,"30447.178,30447.191"
Pro-Weakening branch,PWb1,3,"30447.36,30447.134,30447.132"
Pro-Weakening branch,PWb2,1,30447.57
Pro-Weakening branch,PWb3,4,"30447.76,30447.84,30447.78,30447.82"
Pro-Weakening branch,PWb4,2,"30447.231,30447.126"
Pro-Weakening branch,PWb5,4,"30447.154,30447.183,30447.181,30447.185"
Con-Weakening branch,CWb1,5,"30447.61,30447.148,30447.146,30447.27,30447.68"
Con-Weakening branch,CWb2,3,"30447.33,30447.110,30447.108"
Con-Weakening branch,CWb3,1,30447.164
Con-Weakening branch,CWb4,1,30447.195
Con-Weakening branch,CWb5,2,"30447.88,30447.160"
Con-Weakening branch,CWb6,1,30447.172
Con-Weakening branch,CWb7,1,30447.156
Con-Weakening branch,CWb8,2,"30447.204,30447.206"
Con-Weakening branch,CWb9,1,30447.187
Con-Weakening branch,CWb10,1,30447.189
Con-Weakening branch,CWb11,1,30447.136
Con-Weakening branch,CWb12,1,30447.166
Con-Weakening branch,CWb13,1,30447.213
Con-Weakening branch,CWb14,1,30447.215
Con-Weakening branch,CWb15,1,30447.162
Con-Weakening branch,CWb16,1,30447.94
Con-Weakening branch,CWb17,1,30447.237
Con-Weakening branch,CWb18,1,30447.239
Con-Weakening branch,CWb19,2,"30447.241,30447.246"
