Branch_Type,Branch_ID,Size,Arguments
# Debate File:,13517_T6of7_13517.92.json,,
# Target Argument:,13517.92,,
# Total Branches:,2,,

Con-branch,Cb1,1,13517.105
Unweakened Con-branch,UnWCb1,1,13517.105
