Branch_Type,Branch_ID,Size,Arguments
# Debate File:,51348_T1of1_51348.3.json,,
# Target Argument:,51348.3,,
# Total Branches:,23,,

Pro-branch,Pb1,5,"51348.5,51348.9,51348.42,51348.23,51348.44"
Pro-branch,Pb2,2,"51348.15,51348.21"
Pro-branch,Pb3,1,51348.62
Con-branch,Cb1,7,"51348.7,51348.30,51348.11,51348.34,51348.36,51348.38,51348.19"
Con-branch,Cb2,3,"51348.13,51348.59,51348.17"
Con-branch,Cb3,6,"51348.27,51348.57,51348.53,51348.55,51348.50,51348.48"
Con-branch,Cb4,3,"51348.32,51348.25,51348.40"
Unweakened Pro-branch,UnWPb1,3,"51348.5,51348.9,51348.42"
Unweakened Pro-branch,UnWPb2,1,51348.15
Unweakened Pro-branch,UnWPb3,1,51348.62
Unweakened Con-branch,UnWCb1,4,"51348.7,51348.30,51348.11,51348.19"
Unweakened Con-branch,UnWCb2,2,"51348.13,51348.59"
Unweakened Con-branch,UnWCb3,2,"51348.27,51348.57"
Unweakened Con-branch,UnWCb4,1,51348.32
Pro-Weakening branch,PWb1,2,"51348.23,51348.44"
Pro-Weakening branch,PWb2,1,51348.21
Con-Weakening branch,CWb1,1,51348.17
Con-Weakening branch,CWb2,1,51348.48
Con-Weakening branch,CWb3,1,51348.50
Con-Weakening branch,CWb4,2,"51348.53,51348.55"
Con-Weakening branch,CWb5,1,51348.40
Con-Weakening branch,CWb6,1,51348.25
Con-Weakening branch,CWb7,3,"51348.34,51348.36,51348.38"
