Branch_Type,Branch_ID,Size,Arguments
# Debate File:,59946_T3of4_59946.19.json,,
# Target Argument:,59946.19,,
# Total Branches:,6,,

Pro-branch,Pb1,1,59946.21
Pro-branch,Pb2,1,59946.25
Con-branch,Cb1,1,59946.23
Unweakened Pro-branch,UnWPb1,1,59946.21
Unweakened Pro-branch,UnWPb2,1,59946.25
Unweakened Con-branch,UnWCb1,1,59946.23
