Branch_Type,Branch_ID,Size,Arguments
# Debate File:,12158_T2of4_12158.2.json,,
# Target Argument:,12158.2,,
# Total Branches:,24,,

Pro-branch,Pb1,2,"12158.12,12158.23"
Pro-branch,Pb2,3,"12158.13,12158.35,12158.34"
Pro-branch,Pb3,7,"12158.29,12158.39,12158.30,12158.32,12158.31,12158.33,12158.45"
Pro-branch,Pb4,2,"12158.60,12158.61"
Con-branch,Cb1,1,12158.11
Con-branch,Cb2,2,"12158.21,12158.49"
Con-branch,Cb3,3,"12158.22,12158.26,12158.41"
Con-branch,Cb4,1,12158.36
Con-branch,Cb5,1,12158.58
Unweakened Pro-branch,UnWPb1,1,12158.12
Unweakened Pro-branch,UnWPb2,2,"12158.13,12158.34"
Unweakened Pro-branch,UnWPb3,5,"12158.29,12158.30,12158.32,12158.31,12158.33"
Unweakened Pro-branch,UnWPb4,1,12158.60
Unweakened Con-branch,UnWCb1,1,12158.11
Unweakened Con-branch,UnWCb2,2,"12158.21,12158.49"
Unweakened Con-branch,UnWCb3,2,"12158.22,12158.26"
Unweakened Con-branch,UnWCb4,1,12158.36
Unweakened Con-branch,UnWCb5,1,12158.58
Pro-Weakening branch,PWb1,1,12158.23
Pro-Weakening branch,PWb2,1,12158.35
Pro-Weakening branch,PWb3,1,12158.39
Pro-Weakening branch,PWb4,1,12158.61
Pro-Weakening branch,PWb5,1,12158.45
Con-Weakening branch,CWb1,1,12158.41
