Branch_Type,Branch_ID,Size,Arguments
# Debate File:,47313_T6of13_47313.178.json,,
# Target Argument:,47313.178,,
# Total Branches:,4,,

Pro-branch,Pb1,1,47313.180
Con-branch,Cb1,5,"47313.322,47313.320,47313.318,47313.321,47313.319"
Unweakened Pro-branch,UnWPb1,1,47313.180
Unweakened Con-branch,UnWCb1,3,"47313.322,47313.321,47313.319"
