Branch_Type,Branch_ID,Size,Arguments
# Debate File:,63158_T3of5_63158.7.json,,
# Target Argument:,63158.7,,
# Total Branches:,7,,

Pro-branch,Pb1,1,63158.11
Con-branch,Cb1,1,63158.15
Con-branch,Cb2,3,"63158.23,63158.29,63158.31"
Unweakened Pro-branch,UnWPb1,1,63158.11
Unweakened Con-branch,UnWCb1,1,63158.15
Unweakened Con-branch,UnWCb2,1,63158.23
Con-Weakening branch,CWb1,2,"63158.29,63158.31"
