Branch_Type,Branch_ID,Size,Arguments
# Debate File:,59912_T3of5_59912.9.json,,
# Target Argument:,59912.9,,
# Total Branches:,2,,

Con-branch,Cb1,1,59912.89
Unweakened Con-branch,UnWCb1,1,59912.89
