Branch_Type,Branch_ID,Size,Arguments
# Debate File:,50011_T4of14_50011.9.json,,
# Target Argument:,50011.9,,
# Total Branches:,4,,

Pro-branch,Pb1,2,"50011.55,50011.25"
Con-branch,Cb1,1,50011.149
Unweakened Pro-branch,UnWPb1,2,"50011.55,50011.25"
Unweakened Con-branch,UnWCb1,1,50011.149
