Branch_Type,Branch_ID,Size,Arguments
# Debate File:,31747_T1of1_31747.3.json,,
# Target Argument:,31747.3,,
# Total Branches:,13,,

Pro-branch,Pb1,1,31747.5
Pro-branch,Pb2,1,31747.9
Pro-branch,Pb3,2,"31747.11,31747.19"
Con-branch,Cb1,1,31747.7
Con-branch,Cb2,3,"31747.13,31747.17,31747.15"
Con-branch,Cb3,1,31747.21
Unweakened Pro-branch,UnWPb1,1,31747.5
Unweakened Pro-branch,UnWPb2,1,31747.9
Unweakened Pro-branch,UnWPb3,1,31747.11
Unweakened Con-branch,UnWCb1,1,31747.7
Unweakened Con-branch,UnWCb2,3,"31747.13,31747.17,31747.15"
Unweakened Con-branch,UnWCb3,1,31747.21
Pro-Weakening branch,PWb1,1,31747.19
