Branch_Type,Branch_ID,Size,Arguments
# Debate File:,36808_T1of1_36808.3.json,,
# Target Argument:,36808.3,,
# Total Branches:,24,,

Pro-branch,Pb1,3,"36808.5,36808.83,36808.13"
Pro-branch,Pb2,6,"36808.15,36808.113,36808.115,36808.81,36808.31,36808.19"
Pro-branch,Pb3,12,"36808.47,36808.79,36808.97,36808.101,36808.99,36808.69,36808.73,36808.77,36808.75,36808.71,36808.105,36808.103"
Con-branch,Cb1,5,"36808.7,36808.55,36808.53,36808.51,36808.9"
Con-branch,Cb2,9,"36808.11,36808.87,36808.93,36808.91,36808.89,36808.85,36808.17,36808.95,36808.59"
Con-branch,Cb3,20,"36808.23,36808.66,36808.43,36808.21,36808.63,36808.61,36808.45,36808.107,36808.111,36808.109,36808.49,36808.41,36808.117,36808.33,36808.35,36808.39,36808.37,36808.29,36808.25,36808.27"
Unweakened Pro-branch,UnWPb1,2,"36808.5,36808.13"
Unweakened Pro-branch,UnWPb2,3,"36808.15,36808.31,36808.19"
Unweakened Pro-branch,UnWPb3,4,"36808.47,36808.79,36808.97,36808.99"
Unweakened Con-branch,UnWCb1,3,"36808.7,36808.53,36808.9"
Unweakened Con-branch,UnWCb2,4,"36808.11,36808.85,36808.17,36808.59"
Unweakened Con-branch,UnWCb3,4,"36808.23,36808.66,36808.29,36808.25"
Pro-Weakening branch,PWb1,1,36808.83
Pro-Weakening branch,PWb2,1,36808.81
Pro-Weakening branch,PWb3,2,"36808.113,36808.115"
Pro-Weakening branch,PWb4,7,"36808.69,36808.73,36808.77,36808.75,36808.71,36808.105,36808.103"
Pro-Weakening branch,PWb5,1,36808.101
Con-Weakening branch,CWb1,1,36808.51
Con-Weakening branch,CWb2,1,36808.55
Con-Weakening branch,CWb3,4,"36808.87,36808.93,36808.91,36808.89"
Con-Weakening branch,CWb4,4,"36808.33,36808.35,36808.39,36808.37"
Con-Weakening branch,CWb5,9,"36808.43,36808.21,36808.63,36808.61,36808.45,36808.107,36808.111,36808.109,36808.49"
Con-Weakening branch,CWb6,1,36808.95
Con-Weakening branch,CWb7,1,36808.27
