Branch_Type,Branch_ID,Size,Arguments
# Debate File:,18081_T7of11_18081.7.json,,
# Target Argument:,18081.7,,
# Total Branches:,11,,

Pro-branch,Pb1,1,18081.13
Pro-branch,Pb2,2,"18081.14,18081.194"
Pro-branch,Pb3,1,18081.39
Pro-branch,Pb4,1,18081.40
Con-branch,Cb1,1,18081.73
Unweakened Pro-branch,UnWPb1,1,18081.13
Unweakened Pro-branch,UnWPb2,1,18081.14
Unweakened Pro-branch,UnWPb3,1,18081.39
Unweakened Pro-branch,UnWPb4,1,18081.40
Unweakened Con-branch,UnWCb1,1,18081.73
Pro-Weakening branch,PWb1,1,18081.194
