Branch_Type,Branch_ID,Size,Arguments
# Debate File:,3371_T13of17_3371.9828.json,,
# Target Argument:,3371.9828,,
# Total Branches:,37,,

Pro-branch,Pb1,13,"3371.15686,3371.17006,3371.18329,3371.17008,3371.16447,3371.18088,3371.18086,3371.16360,3371.17014,3371.18325,3371.9830,3371.18084,3371.10604"
Pro-branch,Pb2,13,"3371.15688,3371.17010,3371.18340,3371.18338,3371.13871,3371.18333,3371.18331,3371.16010,3371.18344,3371.17012,3371.9834,3371.18346,3371.9836"
Pro-branch,Pb3,16,"3371.15690,3371.18336,3371.18358,3371.18356,3371.17016,3371.18354,3371.18352,3371.16433,3371.18368,3371.18350,3371.16435,3371.16469,3371.16462,3371.16437,3371.16467,3371.16441"
Con-branch,Cb1,13,"3371.15692,3371.18414,3371.18431,3371.18406,3371.17031,3371.18410,3371.16354,3371.17028,3371.18412,3371.16791,3371.9832,3371.18342,3371.13923"
Con-branch,Cb2,14,"3371.15694,3371.18080,3371.17026,3371.17024,3371.17022,3371.18402,3371.18348,3371.16378,3371.18400,3371.18398,3371.16356,3371.16362,3371.16376,3371.16358"
Con-branch,Cb3,14,"3371.15696,3371.17018,3371.18372,3371.17020,3371.16465,3371.18408,3371.18374,3371.16449,3371.18370,3371.16429,3371.13054,3371.18404,3371.18364,3371.18360"
Unweakened Pro-branch,UnWPb1,5,"3371.15686,3371.16360,3371.18325,3371.9830,3371.18084"
Unweakened Pro-branch,UnWPb2,5,"3371.15688,3371.17010,3371.18340,3371.13871,3371.18331"
Unweakened Pro-branch,UnWPb3,5,"3371.15690,3371.16433,3371.18368,3371.16435,3371.16462"
Unweakened Con-branch,UnWCb1,5,"3371.15692,3371.18414,3371.18406,3371.9832,3371.13923"
Unweakened Con-branch,UnWCb2,6,"3371.15694,3371.16378,3371.18400,3371.16356,3371.16362,3371.16358"
Unweakened Con-branch,UnWCb3,6,"3371.15696,3371.16449,3371.16429,3371.13054,3371.18404,3371.18360"
Pro-Weakening branch,PWb1,3,"3371.16447,3371.18088,3371.18086"
Pro-Weakening branch,PWb2,3,"3371.17006,3371.18329,3371.17008"
Pro-Weakening branch,PWb3,3,"3371.9834,3371.18346,3371.9836"
Pro-Weakening branch,PWb4,3,"3371.16010,3371.18344,3371.17012"
Pro-Weakening branch,PWb5,3,"3371.17016,3371.18354,3371.18352"
Pro-Weakening branch,PWb6,3,"3371.18336,3371.18358,3371.18356"
Pro-Weakening branch,PWb7,1,3371.10604
Pro-Weakening branch,PWb8,1,3371.17014
Pro-Weakening branch,PWb9,1,3371.18333
Pro-Weakening branch,PWb10,1,3371.18338
Pro-Weakening branch,PWb11,3,"3371.16437,3371.16467,3371.16441"
Pro-Weakening branch,PWb12,1,3371.16469
Pro-Weakening branch,PWb13,1,3371.18350
Con-Weakening branch,CWb1,3,"3371.17028,3371.18412,3371.16791"
Con-Weakening branch,CWb2,3,"3371.17031,3371.18410,3371.16354"
Con-Weakening branch,CWb3,3,"3371.17022,3371.18402,3371.18348"
Con-Weakening branch,CWb4,3,"3371.18080,3371.17026,3371.17024"
Con-Weakening branch,CWb5,3,"3371.16465,3371.18408,3371.18374"
Con-Weakening branch,CWb6,3,"3371.17018,3371.18372,3371.17020"
Con-Weakening branch,CWb7,1,3371.18342
Con-Weakening branch,CWb8,1,3371.18431
Con-Weakening branch,CWb9,1,3371.16376
Con-Weakening branch,CWb10,1,3371.18398
Con-Weakening branch,CWb11,1,3371.18364
Con-Weakening branch,CWb12,1,3371.18370
