Branch_Type,Branch_ID,Size,Arguments
# Debate File:,57546_T15of24_57546.31.json,,
# Target Argument:,57546.31,,
# Total Branches:,3,,

Con-branch,Cb1,2,"57546.316,57546.318"
Unweakened Con-branch,UnWCb1,1,57546.316
Con-Weakening branch,CWb1,1,57546.318
