Branch_Type,Branch_ID,Size,Arguments
# Debate File:,10097_T12of12_10097.73.json,,
# Target Argument:,10097.73,,
# Total Branches:,5,,

Pro-branch,Pb1,3,"10097.74,10097.76,10097.75"
Con-branch,Cb1,1,10097.78
Unweakened Pro-branch,UnWPb1,2,"10097.74,10097.75"
Unweakened Con-branch,UnWCb1,1,10097.78
Pro-Weakening branch,PWb1,1,10097.76
