Branch_Type,Branch_ID,Size,Arguments
# Debate File:,58105_T6of6_58105.49.json,,
# Target Argument:,58105.49,,
# Total Branches:,6,,

Pro-branch,Pb1,1,58105.59
Pro-branch,Pb2,1,58105.61
Con-branch,Cb1,1,58105.63
Unweakened Pro-branch,UnWPb1,1,58105.59
Unweakened Pro-branch,UnWPb2,1,58105.61
Unweakened Con-branch,UnWCb1,1,58105.63
