Branch_Type,Branch_ID,Size,Arguments
# Debate File:,63146_T1of1_63146.3.json,,
# Target Argument:,63146.3,,
# Total Branches:,11,,

Pro-branch,Pb1,8,"63146.5,63146.29,63146.31,63146.33,63146.21,63146.19,63146.9,63146.35"
Pro-branch,Pb2,1,63146.43
Con-branch,Cb1,7,"63146.7,63146.39,63146.37,63146.23,63146.27,63146.25,63146.11"
Con-branch,Cb2,3,"63146.13,63146.17,63146.15"
Unweakened Pro-branch,UnWPb1,3,"63146.5,63146.21,63146.19"
Unweakened Pro-branch,UnWPb2,1,63146.43
Unweakened Con-branch,UnWCb1,4,"63146.7,63146.39,63146.37,63146.11"
Unweakened Con-branch,UnWCb2,3,"63146.13,63146.17,63146.15"
Pro-Weakening branch,PWb1,2,"63146.9,63146.35"
Pro-Weakening branch,PWb2,3,"63146.29,63146.31,63146.33"
Con-Weakening branch,CWb1,3,"63146.23,63146.27,63146.25"
