Branch_Type,Branch_ID,Size,Arguments
# Debate File:,49891_T1of1_49891.3.json,,
# Target Argument:,49891.3,,
# Total Branches:,69,,

Pro-branch,Pb1,52,"49891.11,49891.235,49891.255,49891.253,49891.231,49891.247,49891.403,49891.401,49891.273,49891.239,49891.399,49891.362,49891.371,49891.369,49891.367,49891.397,49891.94,49891.173,49891.92,49891.187,49891.185,49891.177,49891.175,49891.90,49891.577,49891.581,49891.579,49891.575,49891.108,49891.75,49891.88,49891.77,49891.69,49891.257,49891.261,49891.181,49891.179,49891.183,49891.80,49891.71,49891.49,49891.82,49891.27,49891.67,49891.148,49891.146,49891.47,49891.213,49891.84,49891.29,49891.65,49891.31"
Pro-branch,Pb2,41,"49891.13,49891.102,49891.104,49891.158,49891.100,49891.162,49891.73,49891.452,49891.570,49891.305,49891.307,49891.165,49891.98,49891.96,49891.167,49891.169,49891.45,49891.150,49891.51,49891.41,49891.171,49891.53,49891.33,49891.197,49891.63,49891.43,49891.17,49891.568,49891.207,49891.263,49891.209,49891.203,49891.205,49891.201,49891.199,49891.15,49891.215,49891.195,49891.211,49891.193,49891.35"
Con-branch,Cb1,76,"49891.5,49891.128,49891.132,49891.134,49891.130,49891.118,49891.245,49891.189,49891.156,49891.411,49891.114,49891.241,49891.219,49891.61,49891.518,49891.520,49891.393,49891.395,49891.391,49891.516,49891.514,49891.450,49891.566,49891.387,49891.495,49891.503,49891.497,49891.491,49891.505,49891.507,49891.501,49891.499,49891.509,49891.493,49891.389,49891.59,49891.86,49891.19,49891.233,49891.528,49891.526,49891.229,49891.289,49891.340,49891.360,49891.456,49891.454,49891.356,49891.458,49891.460,49891.462,49891.358,49891.291,49891.279,49891.283,49891.277,49891.275,49891.287,49891.583,49891.249,49891.281,49891.251,49891.237,49891.590,49891.285,49891.243,49891.303,49891.301,49891.259,49891.21,49891.116,49891.25,49891.217,49891.417,49891.415,49891.23"
Con-branch,Cb2,57,"49891.7,49891.470,49891.136,49891.474,49891.482,49891.543,49891.552,49891.549,49891.547,49891.545,49891.480,49891.476,49891.478,49891.364,49891.484,49891.486,49891.269,49891.472,49891.524,49891.522,49891.354,49891.379,49891.381,49891.512,49891.377,49891.432,49891.375,49891.373,49891.138,49891.464,49891.267,49891.466,49891.221,49891.409,49891.405,49891.434,49891.436,49891.407,49891.140,49891.573,49891.489,49891.468,49891.122,49891.271,49891.126,49891.124,49891.423,49891.429,49891.427,49891.421,49891.419,49891.120,49891.539,49891.385,49891.37,49891.383,49891.39"
Con-branch,Cb3,53,"49891.9,49891.160,49891.352,49891.537,49891.110,49891.152,49891.293,49891.295,49891.325,49891.106,49891.311,49891.309,49891.338,49891.336,49891.334,49891.57,49891.317,49891.225,49891.554,49891.558,49891.556,49891.532,49891.530,49891.319,49891.142,49891.534,49891.560,49891.562,49891.315,49891.323,49891.321,49891.227,49891.342,49891.313,49891.344,49891.346,49891.332,49891.348,49891.330,49891.328,49891.55,49891.112,49891.438,49891.587,49891.446,49891.440,49891.442,49891.585,49891.444,49891.350,49891.448,49891.297,49891.154"
Unweakened Pro-branch,UnWPb1,14,"49891.11,49891.90,49891.575,49891.108,49891.75,49891.88,49891.69,49891.257,49891.71,49891.49,49891.27,49891.47,49891.29,49891.65"
