Branch_Type,Branch_ID,Size,Arguments
# Debate File:,48253_T1of1_48253.3.json,,
# Target Argument:,48253.3,,
# Total Branches:,15,,

Pro-branch,Pb1,4,"48253.5,48253.19,48253.27,48253.25"
Pro-branch,Pb2,1,48253.7
Pro-branch,Pb3,1,48253.9
Pro-branch,Pb4,1,48253.13
Pro-branch,Pb5,1,48253.15
Con-branch,Cb1,4,"48253.17,48253.31,48253.33,48253.29"
Unweakened Pro-branch,UnWPb1,1,48253.5
Unweakened Pro-branch,UnWPb2,1,48253.7
Unweakened Pro-branch,UnWPb3,1,48253.9
Unweakened Pro-branch,UnWPb4,1,48253.13
Unweakened Pro-branch,UnWPb5,1,48253.15
Unweakened Con-branch,UnWCb1,2,"48253.17,48253.31"
Pro-Weakening branch,PWb1,3,"48253.19,48253.27,48253.25"
Con-Weakening branch,CWb1,1,48253.29
Con-Weakening branch,CWb2,1,48253.33
