Branch_Type,Branch_ID,Size,Arguments
# Debate File:,31225_T1of1_31225.3.json,,
# Target Argument:,31225.3,,
# Total Branches:,10,,

Pro-branch,Pb1,1,31225.9
Pro-branch,Pb2,1,31225.11
Con-branch,Cb1,1,31225.5
Con-branch,Cb2,1,31225.7
Con-branch,Cb3,1,31225.13
Unweakened Pro-branch,UnWPb1,1,31225.9
Unweakened Pro-branch,UnWPb2,1,31225.11
Unweakened Con-branch,UnWCb1,1,31225.5
Unweakened Con-branch,UnWCb2,1,31225.7
Unweakened Con-branch,UnWCb3,1,31225.13
