Branch_Type,Branch_ID,Size,Arguments
# Debate File:,34796_T6of14_34796.13.json,,
# Target Argument:,34796.13,,
# Total Branches:,11,,

Pro-branch,Pb1,2,"34796.135,34796.564"
Pro-branch,Pb2,2,"34796.139,34796.137"
Con-branch,Cb1,20,"34796.501,34796.505,34796.509,34796.507,34796.548,34796.550,34796.503,34796.558,34796.511,34796.666,34796.707,34796.660,34796.664,34796.662,34796.656,34796.709,34796.554,34796.556,34796.516,34796.514"
Unweakened Pro-branch,UnWPb1,2,"34796.135,34796.564"
Unweakened Pro-branch,UnWPb2,2,"34796.139,34796.137"
Unweakened Con-branch,UnWCb1,5,"34796.501,34796.503,34796.511,34796.516,34796.514"
Con-Weakening branch,CWb1,5,"34796.505,34796.509,34796.507,34796.548,34796.550"
Con-Weakening branch,CWb2,1,34796.558
Con-Weakening branch,CWb3,4,"34796.656,34796.709,34796.554,34796.556"
Con-Weakening branch,CWb4,3,"34796.660,34796.664,34796.662"
Con-Weakening branch,CWb5,2,"34796.666,34796.707"
