Branch_Type,Branch_ID,Size,Arguments
# Debate File:,51818_T1of1_51818.3.json,,
# Target Argument:,51818.3,,
# Total Branches:,13,,

Pro-branch,Pb1,5,"51818.7,51818.37,51818.9,51818.11,51818.15"
Pro-branch,Pb2,5,"51818.43,51818.49,51818.51,51818.47,51818.45"
Con-branch,Cb1,3,"51818.5,51818.35,51818.13"
Con-branch,Cb2,6,"51818.17,51818.39,51818.33,51818.41,51818.19,51818.31"
Unweakened Pro-branch,UnWPb1,4,"51818.7,51818.9,51818.11,51818.15"
Unweakened Pro-branch,UnWPb2,3,"51818.43,51818.47,51818.45"
Unweakened Con-branch,UnWCb1,2,"51818.5,51818.13"
Unweakened Con-branch,UnWCb2,2,"51818.17,51818.39"
Pro-Weakening branch,PWb1,1,51818.37
Pro-Weakening branch,PWb2,2,"51818.49,51818.51"
Con-Weakening branch,CWb1,1,51818.35
Con-Weakening branch,CWb2,2,"51818.19,51818.31"
Con-Weakening branch,CWb3,2,"51818.33,51818.41"
