Branch_Type,Branch_ID,Size,Arguments
# Debate File:,64803_T10of31_64803.62.json,,
# Target Argument:,64803.62,,
# Total Branches:,3,,

Con-branch,Cb1,2,"64803.66,64803.68"
Unweakened Con-branch,UnWCb1,1,64803.66
Con-Weakening branch,CWb1,1,64803.68
