Branch_Type,Branch_ID,Size,Arguments
# Debate File:,41018_T6of7_41018.79.json,,
# Target Argument:,41018.79,,
# Total Branches:,3,,

Con-branch,Cb1,4,"41018.105,41018.111,41018.107,41018.109"
Unweakened Con-branch,UnWCb1,3,"41018.105,41018.107,41018.109"
Con-Weakening branch,CWb1,1,41018.111
