Branch_Type,Branch_ID,Size,Arguments
# Debate File:,50128_T11of13_50128.89.json,,
# Target Argument:,50128.89,,
# Total Branches:,3,,

Pro-branch,Pb1,4,"50128.91,50128.95,50128.99,50128.93"
Unweakened Pro-branch,UnWPb1,2,"50128.91,50128.93"
Pro-Weakening branch,PWb1,2,"50128.95,50128.99"
