Branch_Type,Branch_ID,Size,Arguments
# Debate File:,59834_T8of12_59834.17.json,,
# Target Argument:,59834.17,,
# Total Branches:,3,,

Con-branch,Cb1,4,"59834.51,59834.69,59834.71,59834.73"
Unweakened Con-branch,UnWCb1,1,59834.51
Con-Weakening branch,CWb1,3,"59834.69,59834.71,59834.73"
