Branch_Type,Branch_ID,Size,Arguments
# Debate File:,10145_T9of9_10145.48.json,,
# Target Argument:,10145.48,,
# Total Branches:,2,,

Con-branch,Cb1,1,10145.110
Unweakened Con-branch,UnWCb1,1,10145.110
