Branch_Type,Branch_ID,Size,Arguments
# Debate File:,60445_T1of1_60445.3.json,,
# Target Argument:,60445.3,,
# Total Branches:,14,,

Pro-branch,Pb1,1,60445.7
Pro-branch,Pb2,1,60445.9
Pro-branch,Pb3,3,"60445.15,60445.19,60445.27"
Con-branch,Cb1,4,"60445.5,60445.17,60445.23,60445.21"
Con-branch,Cb2,2,"60445.11,60445.25"
Con-branch,Cb3,1,60445.13
Unweakened Pro-branch,UnWPb1,1,60445.7
Unweakened Pro-branch,UnWPb2,1,60445.9
Unweakened Pro-branch,UnWPb3,1,60445.15
Unweakened Con-branch,UnWCb1,3,"60445.5,60445.17,60445.23"
Unweakened Con-branch,UnWCb2,2,"60445.11,60445.25"
Unweakened Con-branch,UnWCb3,1,60445.13
Pro-Weakening branch,PWb1,2,"60445.19,60445.27"
Con-Weakening branch,CWb1,1,60445.21
