Branch_Type,Branch_ID,Size,Arguments
# Debate File:,16376_T2of3_16376.158.json,,
# Target Argument:,16376.158,,
# Total Branches:,12,,

Pro-branch,Pb1,4,"16376.159,16376.268,16376.160,16376.269"
Pro-branch,Pb2,1,16376.477
Pro-branch,Pb3,1,16376.479
Pro-branch,Pb4,1,16376.483
Con-branch,Cb1,2,"16376.272,16376.481"
Unweakened Pro-branch,UnWPb1,3,"16376.159,16376.268,16376.160"
Unweakened Pro-branch,UnWPb2,1,16376.477
Unweakened Pro-branch,UnWPb3,1,16376.479
Unweakened Pro-branch,UnWPb4,1,16376.483
Unweakened Con-branch,UnWCb1,1,16376.272
Pro-Weakening branch,PWb1,1,16376.269
Con-Weakening branch,CWb1,1,16376.481
