Branch_Type,Branch_ID,Size,Arguments
# Debate File:,10252_T1of1_10252.1.json,,
# Target Argument:,10252.1,,
# Total Branches:,22,,

Pro-branch,Pb1,4,"10252.7,10252.44,10252.15,10252.106"
Pro-branch,Pb2,14,"10252.9,10252.119,10252.43,10252.46,10252.31,10252.16,10252.45,10252.4,10252.125,10252.122,10252.34,10252.30,10252.39,10252.17"
Pro-branch,Pb3,5,"10252.38,10252.110,10252.108,10252.48,10252.47"
Pro-branch,Pb4,2,"10252.116,10252.12"
Con-branch,Cb1,3,"10252.35,10252.60,10252.37"
Con-branch,Cb2,4,"10252.3,10252.112,10252.114,10252.42"
Con-branch,Cb3,2,"10252.18,10252.57"
Unweakened Pro-branch,UnWPb1,3,"10252.7,10252.15,10252.106"
Unweakened Pro-branch,UnWPb2,7,"10252.9,10252.119,10252.43,10252.46,10252.31,10252.16,10252.45"
Unweakened Pro-branch,UnWPb3,4,"10252.38,10252.108,10252.48,10252.47"
Unweakened Pro-branch,UnWPb4,2,"10252.116,10252.12"
Unweakened Con-branch,UnWCb1,1,10252.35
Unweakened Con-branch,UnWCb2,1,10252.3
Unweakened Con-branch,UnWCb3,1,10252.18
Pro-Weakening branch,PWb1,7,"10252.4,10252.125,10252.122,10252.34,10252.30,10252.39,10252.17"
Pro-Weakening branch,PWb2,1,10252.44
Pro-Weakening branch,PWb3,1,10252.110
Con-Weakening branch,CWb1,1,10252.37
Con-Weakening branch,CWb2,1,10252.60
Con-Weakening branch,CWb3,1,10252.42
Con-Weakening branch,CWb4,2,"10252.112,10252.114"
Con-Weakening branch,CWb5,1,10252.57
