Branch_Type,Branch_ID,Size,Arguments
# Debate File:,30486_T1of1_30486.3.json,,
# Target Argument:,30486.3,,
# Total Branches:,26,,

Pro-branch,Pb1,8,"30486.5,30486.108,30486.110,30486.106,30486.98,30486.100,30486.96,30486.13"
Pro-branch,Pb2,3,"30486.15,30486.112,30486.84"
Pro-branch,Pb3,7,"30486.39,30486.68,30486.72,30486.70,30486.19,30486.54,30486.56"
Pro-branch,Pb4,3,"30486.48,30486.60,30486.58"
Con-branch,Cb1,8,"30486.9,30486.104,30486.102,30486.86,30486.90,30486.46,30486.37,30486.66"
Con-branch,Cb2,15,"30486.11,30486.80,30486.76,30486.78,30486.50,30486.94,30486.27,30486.33,30486.31,30486.25,30486.92,30486.23,30486.29,30486.88,30486.62"
Con-branch,Cb3,4,"30486.41,30486.17,30486.35,30486.21"
Unweakened Pro-branch,UnWPb1,5,"30486.5,30486.98,30486.100,30486.96,30486.13"
Unweakened Pro-branch,UnWPb2,2,"30486.15,30486.84"
Unweakened Pro-branch,UnWPb3,5,"30486.39,30486.68,30486.72,30486.70,30486.19"
Unweakened Pro-branch,UnWPb4,3,"30486.48,30486.60,30486.58"
Unweakened Con-branch,UnWCb1,6,"30486.9,30486.86,30486.90,30486.46,30486.37,30486.66"
Unweakened Con-branch,UnWCb2,5,"30486.11,30486.80,30486.50,30486.25,30486.23"
Unweakened Con-branch,UnWCb3,3,"30486.41,30486.17,30486.35"
Pro-Weakening branch,PWb1,1,30486.106
Pro-Weakening branch,PWb2,2,"30486.108,30486.110"
Pro-Weakening branch,PWb3,1,30486.112
Pro-Weakening branch,PWb4,2,"30486.54,30486.56"
Con-Weakening branch,CWb1,1,30486.102
Con-Weakening branch,CWb2,1,30486.104
Con-Weakening branch,CWb3,3,"30486.27,30486.33,30486.31"
Con-Weakening branch,CWb4,2,"30486.76,30486.78"
Con-Weakening branch,CWb5,3,"30486.29,30486.88,30486.62"
Con-Weakening branch,CWb6,1,30486.92
Con-Weakening branch,CWb7,1,30486.94
Con-Weakening branch,CWb8,1,30486.21
