Branch_Type,Branch_ID,Size,Arguments
# Debate File:,10076_T3of4_10076.3.json,,
# Target Argument:,10076.3,,
# Total Branches:,34,,

Pro-branch,Pb1,11,"10076.12,10076.38,10076.219,10076.26,10076.89,10076.90,10076.80,10076.81,10076.253,10076.78,10076.136"
Pro-branch,Pb2,12,"10076.4,10076.218,10076.252,10076.251,10076.82,10076.83,10076.79,10076.173,10076.217,10076.216,10076.159,10076.129"
Con-branch,Cb1,3,"10076.5,10076.30,10076.35"
Con-branch,Cb2,7,"10076.27,10076.39,10076.164,10076.67,10076.33,10076.32,10076.28"
Con-branch,Cb3,5,"10076.29,10076.127,10076.142,10076.161,10076.128"
Con-branch,Cb4,33,"10076.94,10076.170,10076.130,10076.95,10076.63,10076.69,10076.22,10076.106,10076.111,10076.112,10076.105,10076.72,10076.107,10076.139,10076.110,10076.75,10076.74,10076.73,10076.68,10076.124,10076.76,10076.137,10076.116,10076.121,10076.123,10076.122,10076.117,10076.118,10076.113,10076.88,10076.114,10076.115,10076.77"
Con-branch,Cb5,1,10076.102
Con-branch,Cb6,4,"10076.155,10076.163,10076.157,10076.156"
Con-branch,Cb7,2,"10076.171,10076.257"
Con-branch,Cb8,1,10076.433
Unweakened Pro-branch,UnWPb1,7,"10076.12,10076.26,10076.89,10076.90,10076.80,10076.81,10076.78"
Unweakened Pro-branch,UnWPb2,5,"10076.4,10076.82,10076.83,10076.79,10076.129"
Unweakened Con-branch,UnWCb1,2,"10076.5,10076.30"
Unweakened Con-branch,UnWCb2,4,"10076.27,10076.33,10076.32,10076.28"
Unweakened Con-branch,UnWCb3,3,"10076.29,10076.127,10076.128"
Unweakened Con-branch,UnWCb4,10,"10076.94,10076.130,10076.95,10076.63,10076.69,10076.22,10076.106,10076.105,10076.68,10076.124"
Unweakened Con-branch,UnWCb5,1,10076.102
Unweakened Con-branch,UnWCb6,4,"10076.155,10076.163,10076.157,10076.156"
Unweakened Con-branch,UnWCb7,1,10076.171
Unweakened Con-branch,UnWCb8,1,10076.433
Pro-Weakening branch,PWb1,2,"10076.38,10076.219"
Pro-Weakening branch,PWb2,3,"10076.218,10076.252,10076.251"
Pro-Weakening branch,PWb3,1,10076.136
Pro-Weakening branch,PWb4,1,10076.159
Pro-Weakening branch,PWb5,3,"10076.173,10076.217,10076.216"
Pro-Weakening branch,PWb6,1,10076.253
Con-Weakening branch,CWb1,1,10076.35
Con-Weakening branch,CWb2,3,"10076.39,10076.164,10076.67"
Con-Weakening branch,CWb3,1,10076.170
Con-Weakening branch,CWb4,1,10076.257
Con-Weakening branch,CWb5,7,"10076.72,10076.107,10076.139,10076.110,10076.75,10076.74,10076.73"
Con-Weakening branch,CWb6,2,"10076.142,10076.161"
Con-Weakening branch,CWb7,2,"10076.111,10076.112"
Con-Weakening branch,CWb8,13,"10076.76,10076.137,10076.116,10076.121,10076.123,10076.122,10076.117,10076.118,10076.113,10076.88,10076.114,10076.115,10076.77"
