Branch_Type,Branch_ID,Size,Arguments
# Debate File:,50128_T7of13_50128.27.json,,
# Target Argument:,50128.27,,
# Total Branches:,7,,

Pro-branch,Pb1,1,50128.29
Pro-branch,Pb2,1,50128.73
Con-branch,Cb1,2,"50128.55,50128.57"
Unweakened Pro-branch,UnWPb1,1,50128.29
Unweakened Pro-branch,UnWPb2,1,50128.73
Unweakened Con-branch,UnWCb1,1,50128.55
Con-Weakening branch,CWb1,1,50128.57
