Branch_Type,Branch_ID,Size,Arguments
# Debate File:,46180_T17of29_46180.49.json,,
# Target Argument:,46180.49,,
# Total Branches:,5,,

Pro-branch,Pb1,1,46180.67
Con-branch,Cb1,3,"46180.75,46180.79,46180.273"
Unweakened Pro-branch,UnWPb1,1,46180.67
Unweakened Con-branch,UnWCb1,1,46180.75
Con-Weakening branch,CWb1,2,"46180.79,46180.273"
