Branch_Type,Branch_ID,Size,Arguments
# Debate File:,45532_T6of11_45532.13.json,,
# Target Argument:,45532.13,,
# Total Branches:,10,,

Pro-branch,Pb1,8,"45532.69,45532.123,45532.125,45532.127,45532.121,45532.119,45532.117,45532.101"
Pro-branch,Pb2,1,45532.105
Con-branch,Cb1,2,"45532.71,45532.133"
Unweakened Pro-branch,UnWPb1,3,"45532.69,45532.121,45532.119"
Unweakened Pro-branch,UnWPb2,1,45532.105
Unweakened Con-branch,UnWCb1,1,45532.71
Pro-Weakening branch,PWb1,1,45532.101
Pro-Weakening branch,PWb2,1,45532.117
Pro-Weakening branch,PWb3,3,"45532.123,45532.125,45532.127"
Con-Weakening branch,CWb1,1,45532.133
