Branch_Type,Branch_ID,Size,Arguments
# Debate File:,35063_T2of2_35063.5.json,,
# Target Argument:,35063.5,,
# Total Branches:,22,,

Pro-branch,Pb1,3,"35063.7,35063.41,35063.81"
Pro-branch,Pb2,4,"35063.9,35063.69,35063.79,35063.39"
Pro-branch,Pb3,1,35063.11
Pro-branch,Pb4,11,"35063.13,35063.47,35063.49,35063.43,35063.73,35063.45,35063.65,35063.71,35063.67,35063.53,35063.51"
Pro-branch,Pb5,2,"35063.33,35063.35"
Pro-branch,Pb6,2,"35063.37,35063.63"
Con-branch,Cb1,8,"35063.15,35063.31,35063.29,35063.27,35063.25,35063.21,35063.19,35063.17"
Con-branch,Cb2,6,"35063.83,35063.89,35063.93,35063.91,35063.87,35063.85"
Unweakened Pro-branch,UnWPb1,3,"35063.7,35063.41,35063.81"
Unweakened Pro-branch,UnWPb2,2,"35063.9,35063.39"
Unweakened Pro-branch,UnWPb3,1,35063.11
Unweakened Pro-branch,UnWPb4,3,"35063.13,35063.43,35063.73"
Unweakened Pro-branch,UnWPb5,2,"35063.33,35063.35"
Unweakened Pro-branch,UnWPb6,2,"35063.37,35063.63"
Unweakened Con-branch,UnWCb1,6,"35063.15,35063.27,35063.25,35063.21,35063.19,35063.17"
Unweakened Con-branch,UnWCb2,5,"35063.83,35063.89,35063.93,35063.91,35063.87"
Pro-Weakening branch,PWb1,2,"35063.69,35063.79"
Pro-Weakening branch,PWb2,2,"35063.47,35063.49"
Pro-Weakening branch,PWb3,6,"35063.45,35063.65,35063.71,35063.67,35063.53,35063.51"
Con-Weakening branch,CWb1,1,35063.29
Con-Weakening branch,CWb2,1,35063.31
Con-Weakening branch,CWb3,1,35063.85
