Branch_Type,Branch_ID,Size,Arguments
# Debate File:,15628_T1of1_15628.1.json,,
# Target Argument:,15628.1,,
# Total Branches:,57,,

Pro-branch,Pb1,1,15628.10
Pro-branch,Pb2,5,"15628.18,15628.140,15628.122,15628.120,15628.20"
Pro-branch,Pb3,4,"15628.33,15628.232,15628.236,15628.234"
Pro-branch,Pb4,9,"15628.116,15628.242,15628.8,15628.214,15628.47,15628.107,15628.15,15628.5,15628.23"
Pro-branch,Pb5,6,"15628.136,15628.150,15628.152,15628.148,15628.142,15628.144"
Pro-branch,Pb6,2,"15628.138,15628.238"
Pro-branch,Pb7,9,"15628.146,15628.220,15628.240,15628.230,15628.244,15628.228,15628.226,15628.224,15628.222"
Pro-branch,Pb8,6,"15628.156,15628.206,15628.208,15628.172,15628.158,15628.160"
Pro-branch,Pb9,5,"15628.174,15628.204,15628.194,15628.192,15628.176"
Con-branch,Cb1,12,"15628.3,15628.4,15628.111,15628.32,15628.6,15628.180,15628.34,15628.48,15628.36,15628.30,15628.45,15628.182"
Con-branch,Cb2,17,"15628.7,15628.154,15628.28,15628.170,15628.218,15628.42,15628.46,15628.178,15628.25,15628.196,15628.24,15628.22,15628.52,15628.17,15628.35,15628.14,15628.43"
Con-branch,Cb3,3,"15628.9,15628.41,15628.19"
Con-branch,Cb4,17,"15628.11,15628.216,15628.168,15628.162,15628.166,15628.164,15628.128,15628.212,15628.210,15628.44,15628.132,15628.130,15628.29,15628.134,15628.12,15628.13,15628.31"
Con-branch,Cb5,4,"15628.190,15628.202,15628.200,15628.198"
Unweakened Pro-branch,UnWPb1,1,15628.10
Unweakened Pro-branch,UnWPb2,3,"15628.18,15628.122,15628.120"
Unweakened Pro-branch,UnWPb3,1,15628.33
Unweakened Pro-branch,UnWPb4,8,"15628.116,15628.242,15628.8,15628.214,15628.47,15628.107,15628.15,15628.5"
Unweakened Pro-branch,UnWPb5,2,"15628.136,15628.148"
Unweakened Pro-branch,UnWPb6,2,"15628.138,15628.238"
Unweakened Pro-branch,UnWPb7,8,"15628.146,15628.220,15628.240,15628.230,15628.244,15628.228,15628.226,15628.222"
Unweakened Pro-branch,UnWPb8,4,"15628.156,15628.206,15628.208,15628.172"
Unweakened Pro-branch,UnWPb9,3,"15628.174,15628.204,15628.176"
Unweakened Con-branch,UnWCb1,1,15628.3
Unweakened Con-branch,UnWCb2,4,"15628.7,15628.28,15628.25,15628.24"
Unweakened Con-branch,UnWCb3,1,15628.9
Unweakened Con-branch,UnWCb4,3,"15628.11,15628.168,15628.162"
Unweakened Con-branch,UnWCb5,2,"15628.190,15628.198"
Pro-Weakening branch,PWb1,1,15628.20
Pro-Weakening branch,PWb2,1,15628.140
Pro-Weakening branch,PWb3,3,"15628.232,15628.236,15628.234"
Pro-Weakening branch,PWb4,2,"15628.142,15628.144"
Pro-Weakening branch,PWb5,2,"15628.150,15628.152"
Pro-Weakening branch,PWb6,2,"15628.158,15628.160"
Pro-Weakening branch,PWb7,1,15628.192
Pro-Weakening branch,PWb8,1,15628.194
Pro-Weakening branch,PWb9,1,15628.224
Pro-Weakening branch,PWb10,1,15628.23
Con-Weakening branch,CWb1,3,"15628.30,15628.45,15628.182"
Con-Weakening branch,CWb2,8,"15628.4,15628.111,15628.32,15628.6,15628.180,15628.34,15628.48,15628.36"
Con-Weakening branch,CWb3,2,"15628.14,15628.43"
Con-Weakening branch,CWb4,2,"15628.17,15628.35"
Con-Weakening branch,CWb5,1,15628.154
Con-Weakening branch,CWb6,1,15628.19
Con-Weakening branch,CWb7,1,15628.41
Con-Weakening branch,CWb8,3,"15628.12,15628.13,15628.31"
Con-Weakening branch,CWb9,2,"15628.29,15628.134"
Con-Weakening branch,CWb10,3,"15628.44,15628.132,15628.130"
Con-Weakening branch,CWb11,3,"15628.128,15628.212,15628.210"
Con-Weakening branch,CWb12,1,15628.216
Con-Weakening branch,CWb13,1,15628.200
Con-Weakening branch,CWb14,1,15628.202
Con-Weakening branch,CWb15,1,15628.196
Con-Weakening branch,CWb16,3,"15628.42,15628.46,15628.178"
Con-Weakening branch,CWb17,2,"15628.170,15628.218"
Con-Weakening branch,CWb18,1,15628.164
Con-Weakening branch,CWb19,1,15628.166
