Branch_Type,Branch_ID,Size,Arguments
# Debate File:,48084_T7of11_48084.63.json,,
# Target Argument:,48084.63,,
# Total Branches:,12,,

Pro-branch,Pb1,1,48084.113
Con-branch,Cb1,4,"48084.73,48084.109,48084.107,48084.119"
Con-branch,Cb2,12,"48084.105,48084.225,48084.227,48084.184,48084.186,48084.188,48084.182,48084.180,48084.190,48084.194,48084.154,48084.158"
Unweakened Pro-branch,UnWPb1,1,48084.113
Unweakened Con-branch,UnWCb1,2,"48084.73,48084.109"
Unweakened Con-branch,UnWCb2,2,"48084.105,48084.225"
Con-Weakening branch,CWb1,2,"48084.107,48084.119"
Con-Weakening branch,CWb2,2,"48084.154,48084.158"
Con-Weakening branch,CWb3,3,"48084.180,48084.190,48084.194"
Con-Weakening branch,CWb4,1,48084.182
Con-Weakening branch,CWb5,3,"48084.184,48084.186,48084.188"
Con-Weakening branch,CWb6,1,48084.227
