Branch_Type,Branch_ID,Size,Arguments
# Debate File:,10402_T1of1_10402.1.json,,
# Target Argument:,10402.1,,
# Total Branches:,29,,

Pro-branch,Pb1,6,"10402.4,10402.46,10402.22,10402.21,10402.20,10402.19"
Pro-branch,Pb2,7,"10402.12,10402.104,10402.40,10402.11,10402.9,10402.51,10402.14"
Pro-branch,Pb3,1,10402.36
Con-branch,Cb1,3,"10402.6,10402.25,10402.13"
Con-branch,Cb2,1,10402.23
Con-branch,Cb3,4,"10402.24,10402.48,10402.55,10402.54"
Con-branch,Cb4,2,"10402.29,10402.30"
Con-branch,Cb5,5,"10402.115,10402.106,10402.111,10402.109,10402.43"
Con-branch,Cb6,5,"10402.119,10402.31,10402.32,10402.33,10402.37"
Unweakened Pro-branch,UnWPb1,1,10402.4
Unweakened Pro-branch,UnWPb2,4,"10402.12,10402.11,10402.9,10402.14"
Unweakened Pro-branch,UnWPb3,1,10402.36
Unweakened Con-branch,UnWCb1,3,"10402.6,10402.25,10402.13"
Unweakened Con-branch,UnWCb2,1,10402.23
Unweakened Con-branch,UnWCb3,1,10402.24
Unweakened Con-branch,UnWCb4,2,"10402.29,10402.30"
Unweakened Con-branch,UnWCb5,4,"10402.115,10402.106,10402.109,10402.43"
Unweakened Con-branch,UnWCb6,4,"10402.119,10402.31,10402.32,10402.33"
Pro-Weakening branch,PWb1,1,10402.19
Pro-Weakening branch,PWb2,1,10402.20
Pro-Weakening branch,PWb3,1,10402.21
Pro-Weakening branch,PWb4,1,10402.22
Pro-Weakening branch,PWb5,1,10402.46
Pro-Weakening branch,PWb6,1,10402.40
Pro-Weakening branch,PWb7,1,10402.104
Pro-Weakening branch,PWb8,1,10402.51
Con-Weakening branch,CWb1,3,"10402.48,10402.55,10402.54"
Con-Weakening branch,CWb2,1,10402.111
Con-Weakening branch,CWb3,1,10402.37
