Branch_Type,Branch_ID,Size,Arguments
# Debate File:,64784_T16of20_64784.45.json,,
# Target Argument:,64784.45,,
# Total Branches:,2,,

Con-branch,Cb1,1,64784.57
Unweakened Con-branch,UnWCb1,1,64784.57
