Branch_Type,Branch_ID,Size,Arguments
# Debate File:,33902_T6of7_33902.195.json,,
# Target Argument:,33902.195,,
# Total Branches:,33,,

Con-branch,Cb1,135,"33902.207,33902.524,33902.518,33902.522,33902.516,33902.510,33902.512,33902.369,33902.589,33902.233,33902.440,33902.361,33902.368,33902.316,33902.490,33902.457,33902.359,33902.250,33902.298,33902.297,33902.496,33902.472,33902.488,33902.486,33902.494,33902.492,33902.466,33902.468,33902.470,33902.397,33902.366,33902.217,33902.460,33902.462,33902.464,33902.378,33902.226,33902.240,33902.389,33902.387,33902.249,33902.381,33902.438,33902.215,33902.526,33902.528,33902.530,33902.399,33902.324,33902.232,33902.209,33902.311,33902.426,33902.212,33902.353,33902.237,33902.259,33902.289,33902.264,33902.268,33902.270,33902.272,33902.266,33902.320,33902.260,33902.403,33902.318,33902.222,33902.230,33902.450,33902.453,33902.446,33902.448,33902.224,33902.326,33902.514,33902.256,33902.252,33902.244,33902.258,33902.520,33902.254,33902.390,33902.322,33902.306,33902.283,33902.395,33902.287,33902.300,33902.436,33902.363,33902.286,33902.284,33902.552,33902.211,33902.364,33902.459,33902.391,33902.372,33902.374,33902.393,33902.314,33902.245,33902.332,33902.302,33902.293,33902.247,33902.313,33902.280,33902.430,33902.498,33902.500,33902.310,33902.434,33902.427,33902.278,33902.351,33902.291,33902.441,33902.502,33902.213,33902.228,33902.308,33902.235,33902.304,33902.238,33902.330,33902.220,33902.478,33902.405,33902.392,33902.358,33902.504,33902.506,33902.477"
Unweakened Con-branch,UnWCb1,25,"33902.207,33902.524,33902.518,33902.522,33902.516,33902.510,33902.512,33902.361,33902.297,33902.466,33902.215,33902.526,33902.232,33902.209,33902.311,33902.212,33902.259,33902.264,33902.266,33902.260,33902.224,33902.252,33902.520,33902.254,33902.306"
Con-Weakening branch,CWb1,6,"33902.405,33902.392,33902.358,33902.504,33902.506,33902.477"
Con-Weakening branch,CWb2,35,"33902.211,33902.364,33902.459,33902.391,33902.372,33902.374,33902.393,33902.314,33902.245,33902.332,33902.302,33902.293,33902.247,33902.313,33902.280,33902.430,33902.498,33902.500,33902.310,33902.434,33902.427,33902.278,33902.351,33902.291,33902.441,33902.502,33902.213,33902.228,33902.308,33902.235,33902.304,33902.238,33902.330,33902.220,33902.478"
Con-Weakening branch,CWb3,9,"33902.283,33902.395,33902.287,33902.300,33902.436,33902.363,33902.286,33902.284,33902.552"
Con-Weakening branch,CWb4,4,"33902.450,33902.453,33902.446,33902.448"
Con-Weakening branch,CWb5,12,"33902.217,33902.460,33902.462,33902.464,33902.378,33902.226,33902.240,33902.389,33902.387,33902.249,33902.381,33902.438"
Con-Weakening branch,CWb6,6,"33902.316,33902.490,33902.457,33902.359,33902.250,33902.298"
Con-Weakening branch,CWb7,1,33902.440
Con-Weakening branch,CWb8,3,"33902.369,33902.589,33902.233"
Con-Weakening branch,CWb9,1,33902.322
Con-Weakening branch,CWb10,1,33902.390
Con-Weakening branch,CWb11,2,"33902.244,33902.258"
Con-Weakening branch,CWb12,1,33902.256
Con-Weakening branch,CWb13,2,"33902.326,33902.514"
Con-Weakening branch,CWb14,2,"33902.222,33902.230"
Con-Weakening branch,CWb15,1,33902.324
Con-Weakening branch,CWb16,1,33902.399
Con-Weakening branch,CWb17,1,33902.366
Con-Weakening branch,CWb18,1,33902.397
Con-Weakening branch,CWb19,5,"33902.472,33902.488,33902.486,33902.494,33902.492"
Con-Weakening branch,CWb20,1,33902.496
Con-Weakening branch,CWb21,1,33902.368
Con-Weakening branch,CWb22,1,33902.318
Con-Weakening branch,CWb23,1,33902.403
Con-Weakening branch,CWb24,1,33902.289
Con-Weakening branch,CWb25,1,33902.237
Con-Weakening branch,CWb26,1,33902.353
Con-Weakening branch,CWb27,1,33902.426
Con-Weakening branch,CWb28,2,"33902.528,33902.530"
Con-Weakening branch,CWb29,2,"33902.468,33902.470"
Con-Weakening branch,CWb30,3,"33902.268,33902.270,33902.272"
Con-Weakening branch,CWb31,1,33902.320
