Branch_Type,Branch_ID,Size,Arguments
# Debate File:,51784_T7of11_51784.475.json,,
# Target Argument:,51784.475,,
# Total Branches:,2,,

Con-branch,Cb1,1,51784.542
Unweakened Con-branch,UnWCb1,1,51784.542
