Branch_Type,Branch_ID,Size,Arguments
# Debate File:,14121_T8of14_14121.93.json,,
# Target Argument:,14121.93,,
# Total Branches:,4,,

Pro-branch,Pb1,2,"14121.144,14121.445"
Con-branch,Cb1,1,14121.117
Unweakened Pro-branch,UnWPb1,2,"14121.144,14121.445"
Unweakened Con-branch,UnWCb1,1,14121.117
