Branch_Type,Branch_ID,Size,Arguments
# Debate File:,28772_T7of23_28772.7.json,,
# Target Argument:,28772.7,,
# Total Branches:,21,,

Pro-branch,Pb1,4,"28772.9,28772.276,28772.274,28772.110"
Pro-branch,Pb2,3,"28772.23,28772.448,28772.461"
Con-branch,Cb1,2,"28772.96,28772.98"
Con-branch,Cb2,2,"28772.100,28772.102"
Con-branch,Cb3,7,"28772.280,28772.321,28772.323,28772.319,28772.11,28772.94,28772.29"
Con-branch,Cb4,4,"28772.525,28772.654,28772.656,28772.527"
Unweakened Pro-branch,UnWPb1,2,"28772.9,28772.276"
Unweakened Pro-branch,UnWPb2,2,"28772.23,28772.448"
Unweakened Con-branch,UnWCb1,1,28772.96
Unweakened Con-branch,UnWCb2,1,28772.100
Unweakened Con-branch,UnWCb3,4,"28772.280,28772.321,28772.11,28772.94"
Unweakened Con-branch,UnWCb4,2,"28772.525,28772.527"
Pro-Weakening branch,PWb1,1,28772.110
Pro-Weakening branch,PWb2,1,28772.274
Pro-Weakening branch,PWb3,1,28772.461
Con-Weakening branch,CWb1,1,28772.98
Con-Weakening branch,CWb2,1,28772.102
Con-Weakening branch,CWb3,1,28772.319
Con-Weakening branch,CWb4,2,"28772.654,28772.656"
Con-Weakening branch,CWb5,1,28772.29
Con-Weakening branch,CWb6,1,28772.323
