Branch_Type,Branch_ID,Size,Arguments
# Debate File:,49036_T3of11_49036.7.json,,
# Target Argument:,49036.7,,
# Total Branches:,6,,

Pro-branch,Pb1,1,49036.25
Con-branch,Cb1,1,49036.31
Con-branch,Cb2,2,"49036.86,49036.88"
Unweakened Pro-branch,UnWPb1,1,49036.25
Unweakened Con-branch,UnWCb1,1,49036.31
Unweakened Con-branch,UnWCb2,2,"49036.86,49036.88"
