Branch_Type,Branch_ID,Size,Arguments
# Debate File:,39250_T1of1_39250.3.json,,
# Target Argument:,39250.3,,
# Total Branches:,25,,

Pro-branch,Pb1,14,"39250.11,39250.94,39250.119,39250.121,39250.123,39250.100,39250.102,39250.104,39250.98,39250.96,39250.88,39250.92,39250.90,39250.17"
Pro-branch,Pb2,2,"39250.13,39250.19"
Pro-branch,Pb3,15,"39250.31,39250.25,39250.37,39250.108,39250.110,39250.106,39250.41,39250.39,39250.29,39250.27,39250.63,39250.61,39250.33,39250.115,39250.117"
Pro-branch,Pb4,2,"39250.35,39250.86"
Con-branch,Cb1,7,"39250.9,39250.112,39250.81,39250.84,39250.79,39250.75,39250.77"
Con-branch,Cb2,8,"39250.15,39250.67,39250.73,39250.71,39250.69,39250.65,39250.47,39250.45"
Con-branch,Cb3,3,"39250.21,39250.43,39250.23"
Unweakened Pro-branch,UnWPb1,3,"39250.11,39250.88,39250.92"
Unweakened Pro-branch,UnWPb2,2,"39250.13,39250.19"
Unweakened Pro-branch,UnWPb3,5,"39250.31,39250.25,39250.33,39250.115,39250.117"
Unweakened Pro-branch,UnWPb4,2,"39250.35,39250.86"
Unweakened Con-branch,UnWCb1,6,"39250.9,39250.81,39250.84,39250.79,39250.75,39250.77"
Unweakened Con-branch,UnWCb2,7,"39250.15,39250.67,39250.73,39250.71,39250.69,39250.47,39250.45"
Unweakened Con-branch,UnWCb3,2,"39250.21,39250.23"
Pro-Weakening branch,PWb1,1,39250.17
Pro-Weakening branch,PWb2,9,"39250.94,39250.119,39250.121,39250.123,39250.100,39250.102,39250.104,39250.98,39250.96"
Pro-Weakening branch,PWb3,1,39250.61
Pro-Weakening branch,PWb4,1,39250.63
Pro-Weakening branch,PWb5,1,39250.90
Pro-Weakening branch,PWb6,1,39250.27
Pro-Weakening branch,PWb7,1,39250.29
Pro-Weakening branch,PWb8,6,"39250.37,39250.108,39250.110,39250.106,39250.41,39250.39"
Con-Weakening branch,CWb1,1,39250.112
Con-Weakening branch,CWb2,1,39250.65
Con-Weakening branch,CWb3,1,39250.43
