Branch_Type,Branch_ID,Size,Arguments
# Debate File:,18595_T4of19_18595.13.json,,
# Target Argument:,18595.13,,
# Total Branches:,11,,

Pro-branch,Pb1,1,18595.23
Pro-branch,Pb2,3,"18595.167,18595.172,18595.171"
Con-branch,Cb1,4,"18595.25,18595.64,18595.58,18595.40"
Con-branch,Cb2,1,18595.119
Unweakened Pro-branch,UnWPb1,1,18595.23
Unweakened Pro-branch,UnWPb2,3,"18595.167,18595.172,18595.171"
Unweakened Con-branch,UnWCb1,1,18595.25
Unweakened Con-branch,UnWCb2,1,18595.119
Con-Weakening branch,CWb1,1,18595.40
Con-Weakening branch,CWb2,1,18595.58
Con-Weakening branch,CWb3,1,18595.64
