Branch_Type,Branch_ID,Size,Arguments
# Debate File:,29923_T3of8_29923.8.json,,
# Target Argument:,29923.8,,
# Total Branches:,2,,

Con-branch,Cb1,1,29923.21
Unweakened Con-branch,UnWCb1,1,29923.21
